Date Completed,Manufacturer,Model,Physical Class (Engine),# Engines,AAC,ADG,TDG,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Config,ICAO Code,Wake Category,ATCT Weight Class,Years Manufactured
2016-06-09,Airbus,A340-300,Jet,4.0,C,V,5,138.0,197.83,winglets,208.96,55.72,83.27000000000001,97.28,41.37,609578.0,611562.0,2D/D1,A343,H,Heavy Eqpt,
,Airbus,A300-600XL BelugaXL,Jet,2.0,C,V,,137.0,197.83333333333334,winglets,207.0,62.083333333333336,,,,500444.2,500444.2,2D,A3ST,H,Heavy Eqpt,
2016-06-09,Airbus,A340-500,Jet,4.0,D,V,6,146.0,208.17,winglets,222.87,57.51,90.47999999999999,104.19999999999999,41.37,837756.0,840402.0,2D/2D1,A345,H,Heavy Eqpt,
2016-06-09,Airbus,A340-600,Jet,4.0,D,V,6,153.0,208.17,winglets,247.24,58.84,107.87,121.59,41.37,837756.0,840402.0,2D/2D1,A346,H,Heavy Eqpt,
2017-09-18,Airbus,A350-1000,Jet,2.0,C,V,6,140.0,212.41666666666666,winglets,242.09,57.14,106.56,111.78,42.13,685638.0,687622.0,3D,,,Heavy Eqpt,
,Airbus,A350-1000 XWB,Jet,2.0,C,V,6,140.0,212.41666666666666,winglets,242.41666666666666,56.0,106.56,111.78,42.68938087023193,681000.0,681000.0,3D,,,Heavy Eqpt,
,Airbus,A350-800 XWB,Jet,2.0,C,V,5,140.0,212.41666666666666,winglets,198.58333333333334,55.916666666666664,81.58333333333333,86.8,42.22,546700.0,548700.0,2D,A358,H,Heavy Eqpt,
2017-09-18,Airbus,A350-900,Jet,2.0,C,V,5,140.0,212.41666666666666,winglets,219.16,57.31,94.045,99.265,42.22,617295.0,619279.0,2D,A359,H,Heavy Eqpt,
,Airbus,A350-900 XWB,Jet,2.0,C,V,5,140.0,212.41666666666666,winglets,219.41666666666666,55.916666666666664,94.045,99.265,42.22,617300.0,619300.0,2D,A359,H,Heavy Eqpt,
2016-06-09,Airbus,A380-800,Jet,4.0,D,VI,6,145.0,261.65,wingtip fences,238.62,78.96,93.86,100.59,47.05,1267658.0,1272067.0,2D/3D2,A388,H,Heavy Eqpt,
2016-06-09,Airbus,A380-843F,Jet,4.0,D,VI,6,145.0,261.65,wingtip fences,238.62,79.3,93.86,100.59,47.05,1300000.0,1305000.0,2D/3D2,A38F,,Heavy Eqpt,
,Airbus,A360,,,No Value,No Value,,,,,,,,,,,,,,,,
,Airbus,C295,Turboprop,2.0,No Value,No Value,,,,winglets,,,,,,,,,,,,
,Airbus,KC30 MRTT,,,No Value,No Value,,,,,,,,,,,,,,,,
,Airbus (Helicopters),H120,,,No Value,No Value,,,,,,,,,,,,,EC20,,,
,Airbus (Helicopters),H130,,,No Value,No Value,,,,,,,,,,,,,EC30,L,,
,Airbus (Helicopters),H135 Eurocopter,,,No Value,No Value,,,,,,,,,,,,,EC35,L,,
,Airbus (Helicopters),H145 Eurocopter,,,No Value,No Value,,,,,,,,,,,,,EC45,L,,
,Airbus (Helicopters),H155,,,No Value,No Value,,,,,,,,,,,,,EC55,L,,
,Airbus (Helicopters),H225,,,No Value,No Value,,,,,,,,,,,,,AS32,M,,
,Airbus (Helicopters),H225,,,No Value,No Value,,,,,,,,,,,,,EC25,M,,
,Aircraft Manufacturing and Design (AMD),CH-200 Zénith,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Aircraft Manufacturing and Design (AMD),CH-600 Zodiac,,,No Value,No Value,,,,,,,,,,,,,,,,
,Aircraft Manufacturing and Design (AMD),CH-640 Zodiac,,,No Value,No Value,,,,,,,,,,,,,,,,
,Aircraft Manufacturing and Design (AMD),Tri Z,,,No Value,No Value,,,,,,,,,,,,,,,,
,Aircraft Spruce & Specialty,Stolp SA-500 Starlet,,,No Value,No Value,,,,,,,,,,,,,,,,
,Alenia,C-27J Spartan,Turboprop,2.0,No Value,No Value,,,,,,,,,,,,,C27J,M,,
,Alenia C-27J Spartan,C-27J Spartan,Turboprop,2.0,No Value,No Value,,,,,,,,,,,,,,,,
,Alpha,R-2160 Alpha 160,,,No Value,No Value,,,,,,,,,,,,,R200,L,,
,Ambrosini,F-4 Rondone,,,No Value,No Value,,,,,,,,,,,,,ROND,L,,
,Ambrosini,Rondone,,,No Value,No Value,,,,,,,,,,,,,ROND,L,,
,American,690 Jetprop Commander 840 / 900,,,No Value,No Value,,,,,,,,,,,,,AC90,L,,
,American,695 Jetprop Commander 1000,,,No Value,No Value,,,,,,,,,,,,,AC95,L,,
,American,G-164 Ag-Cat,,,No Value,No Value,,,,,,,,,,,,,G164,L,,
,American,G-164 Turbo Ag-Cat,,,No Value,No Value,,,,,,,,,,,,,G64T,L,,
,American,Jetprop Commander 980 / 1000,,,No Value,No Value,,,,,,,,,,,,,AC95,L,,
2018-06-05,American Aviation Corporation,AA-1 Yankee Clipper,Piston,1.0,A,I,,78.0,24.416666666666668,no winglets,19.25,6.666666666666667,,,,1500.0,1500.0,S,AA1,L,Small Eqpt,1969-71
2018-06-05,American Aviation Corporation,AA-1A Trainer,Piston,1.0,A,I,,66.3,24.416666666666668,no winglets,19.25,6.666666666666667,,,,1500.0,1500.0,S,AA1,L,Small Eqpt,1971-72
2018-06-05,American Aviation Corporation,AA-5A Cheetah,Piston,1.0,A,I,,68.9,31.416666666666668,no winglets,22.0,8.0,,,,2200.0,2200.0,S,AA5,L,Small Eqpt,1976-79
2018-04-18,American Champion Aircraft Corp,8KCAB Xtreme Decathon,Piston,1.0,A,I,,62.400000000000006,31.0,no winglets,23.0,7.583333333333333,,,,1950.0,1950.0,S,BL8,L,Small Eqpt,
2018-04-18,American Champion Aircraft Corp,8KCAB Super Decathlon,Piston,1.0,A,I,,62.400000000000006,32.0,no winglets,23.0,7.583333333333333,,,,1950.0,1950.0,S,BL8,L,Small Eqpt,
2018-04-18,American Champion Aircraft Corp,7EC Champ,Piston,1.0,A,I,,52.0,33.5,no winglets,22.083333333333332,7.583333333333333,,,,1320.0,1320.0,S,CH7A,L,Small Eqpt,
2018-04-18,American Champion Aircraft Corp,7ECA Citabria Aurora,Piston,1.0,A,I,,55.9,33.5,no winglets,22.083333333333332,7.583333333333333,,,,1750.0,1750.0,S,CH7A,L,Small Eqpt,
2018-04-18,American Champion Aircraft Corp,7GCAA Citabria Adventure,Piston,1.0,A,I,,55.9,33.5,no winglets,22.083333333333332,7.583333333333333,,,,1750.0,1750.0,S,CH7B,L,Small Eqpt,
2018-04-18,American Champion Aircraft Corp,7GCBC Citabria Explorer,Piston,1.0,A,I,,55.9,34.5,no winglets,22.083333333333332,7.583333333333333,,,,1800.0,1800.0,S,CH7B,L,Small Eqpt,
2018-04-18,American Champion Aircraft Corp,7GCBC Citabria High Country Explorer,Piston,1.0,A,I,,55.9,34.5,no winglets,22.083333333333332,7.583333333333333,,,,1950.0,1950.0,S,CH7B,L,Small Eqpt,
2018-04-18,American Champion Aircraft Corp,8GCBC Denali Scout,Piston,1.0,A,I,,45.5,36.166666666666664,no winglets,23.0,8.583333333333334,,,,2150.0,2150.0,S,BL8,L,Small Eqpt,
2018-04-18,American Champion Aircraft Corp,8GCBC Scout,Piston,1.0,A,I,,45.5,36.166666666666664,no winglets,23.0,8.583333333333334,,,,2150.0,2150.0,S,BL8,L,Small Eqpt,
,AMX,A-1,,,No Value,No Value,,,,,,,,,,,,,AMX,M,,
,AMX,AMX,,,No Value,No Value,,,,,,,,,,,,,AMX,M,,
,AMX International,A-11 Ghibi,Jet,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Anequim,CEA-311,,,B,I,,91.0,19.666666666666668,,17.333333333333332,3.6666666666666665,,,,1102.0,1102.0,,,,,
,Angel Aircraft,Model 44 Angel,Piston,2.0,No Value,No Value,,,,,,,,,,,,,,,,
,Antonov,An-140,,,E,III,,230.0,83.67,,,27.0,,,,47400.0,,,A140,M,,
,Antonov,An-26,,,C,III,,121.0,95.8,,,28.1,,,,52920.0,,,AN26,M,,
2018-01-05,Antonov,"An-72, An-74",Jet,2.0,B,III,1B,97.0,104.625,no winglets,92.10333333333334,28.375,26.645833333333332,27.0,13.625,76060.0,,2S,AN72,M,,
,Antonov,An-12,,,C,IV,,127.0,124.8,,,34.6,,,,121500.0,,,AN12,M,,
,Antonov,An-124 Ruslan,,,C,VI,,124.0,240.5,,,69.17,,,,892871.0,,,A124,H,,
,Antonov,An-148,,,No Value,No Value,,,,,,,,,,,,,A148,M,,
,Antonov,An-2,,,No Value,No Value,,,,,,,,,,,,,AN2,L,,
,Antonov,An-22 Antheus,,,No Value,No Value,,,,,,,,,,,,,AN22,H,,
,Antonov,An-225 Mriya,,,No Value,No Value,,,,,,,,,,,,,A225,H,,
,Antonov,An-24,,,No Value,No Value,,,,,,,,,,,,,AN24,M,,
,Antonov,An-28,,,No Value,No Value,,,,,,,,,,,,,AN28,L,,
,Antonov,An-3,,,No Value,No Value,,,,,,,,,,,,,AN3,L,,
,Antonov,An-30,,,No Value,No Value,,,,,,,,,,,,,AN30,M,,
,Antonov,An-32,,,No Value,No Value,,,,,,,,,,,,,AN32,M,,
,Antonov,An-38,,,No Value,No Value,,,,,,,,,,,,,AN38,M,,
,Antonov,An-70,,,No Value,No Value,,,,,,,,,,,,,AN70,M,,
,Antonov,An-74-300,,,No Value,No Value,,,,,,,,,,,,,A743,M,,
,Antonov,An-8,,,No Value,No Value,,,,,,,,,,,,,AN8,M,,
,Arado,Ar-79,,,No Value,No Value,,,,,,,,,,,,,AR79,L,,
,Armstrong Withworth,Meteor,,,No Value,No Value,,,,,,,,,,,,,METR,M,,
,Armstrong Withworth,Sea Hawk,,,No Value,No Value,,,,,,,,,,,,,SHAW,M,,
,Atlas,AL-60 Kudu,,,No Value,No Value,,,,,,,,,,,,,LA60,L,,
,Atlas,Cheetah,,,No Value,No Value,,,,,,,,,,,,,MIRA,M,,
,Atlas,CSH-2 Rooivalk,,,No Value,No Value,,,,,,,,,,,,,RVAL,M,,
,Atlas,MB-326 Impala,,,No Value,No Value,,,,,,,,,,,,,M326,L,,
,Atlas,PC-7 Astra,,,No Value,No Value,,,,,,,,,,,,,PC7,L,,
,Atlas,SA-330 Oryx,,,No Value,No Value,,,,,,,,,,,,,AS32,M,,
2018-05-18,ATR (Aérospatiale/Alenia),ATR-42-300/320,Turboprop,2.0,B,III,5,104.0,80.58333333333333,no winglets,74.41666666666667,24.916666666666668,28.833333333333332,28.833333333333332,,36825.0,36870.0,D,AT43,M,,
2018-05-18,ATR (Aérospatiale/Alenia),ATR-42-400  (upgraded version of 320),Turboprop,2.0,B,III,5,104.0,80.58333333333333,no winglets,74.41666666666667,24.916666666666668,28.833333333333332,28.833333333333332,,36825.0,36870.0,D,AT44,M,,
2018-05-18,ATR (Aérospatiale/Alenia),"ATR-42-500/""600""",Turboprop,2.0,B,III,5,104.0,80.58333333333333,no winglets,74.41666666666667,24.916666666666668,28.833333333333332,28.833333333333332,,41005.0,41380.0,D,AT45,M,,
2022-10-04,ATR (Aérospatiale/Alenia),ATR-72-101/102,Turboprop,2.0,B,III,2A,114.0,88.75,no winglets,89.125,25.083333333333332,35.333333333333336,35.333333333333336,16.0,44070.0,44136.0,D,AT72,M,,
2022-10-04,ATR (Aérospatiale/Alenia),ATR-72-201/202 and -211/212,Turboprop,2.0,B,III,2A,114.0,88.75,no winglets,89.125,25.083333333333332,35.333333333333336,35.333333333333336,16.0,47400.0,47465.0,D,AT72,M,,
2022-10-04,ATR (Aérospatiale/Alenia),ATR-72-201/202 with Mod 3651,Turboprop,2.0,B,III,2A,114.0,88.75,no winglets,89.125,25.083333333333332,35.333333333333336,35.333333333333336,16.0,48501.0,48898.0,D,AT72,M,,
2022-10-04,ATR (Aérospatiale/Alenia),"ATR-72-212A/""600"" Basic",Turboprop,2.0,B,III,2A,114.0,88.75,no winglets,89.125,25.083333333333332,35.333333333333336,35.333333333333336,16.0,48501.0,48898.0,D,AT72,M,,
2022-10-04,ATR (Aérospatiale/Alenia),ATR-72-212A/600 with WV50,Turboprop,2.0,B,III,2A,114.0,88.75,no winglets,89.125,25.083333333333332,35.333333333333336,35.333333333333336,16.0,50706.0,52271.0,D,AT72,M,,
,AugustaWestland,AW101 (EH101),"Helicopter, Turbine",3.0,No Value,No Value,,,,,,,,,,,,,,,,
,Auster,Auster 5 Alpha,,,No Value,No Value,,,,,,,,,,,,,AUS5,L,,
,Auster,Auster AOP6,,,No Value,No Value,,,,,,,,,,,,,AUS6,L,,
,Auster,Auster AOP9,,,No Value,No Value,,,,,,,,,,,,,AUS9,L,,
,Auster,Auster T7,,,No Value,No Value,,,,,,,,,,,,,AUS7,L,,
,Auster,D-4,,,No Value,No Value,,,,,,,,,,,,,D4,L,,
,Auster,D-5,,,No Value,No Value,,,,,,,,,,,,,D5,L,,
,Auster,D-6,,,No Value,No Value,,,,,,,,,,,,,D6,L,,
,Auster,J-1 Aiglet,,,No Value,No Value,,,,,,,,,,,,,J1,L,,
,Auster,J-2 Arrow,,,No Value,No Value,,,,,,,,,,,,,AUJ2,L,,
,Auster,J-4 Archer,,,No Value,No Value,,,,,,,,,,,,,AUJ4,L,,
,Auster,J-5 Adventurer,,,No Value,No Value,,,,,,,,,,,,,ADVE,L,,
,Auster,J-5 Aiglet Trainer,,,No Value,No Value,,,,,,,,,,,,,AIGT,L,,
,Auster,J-5 Alpine,,,No Value,No Value,,,,,,,,,,,,,ALPI,L,,
,Auster,J-5 Autocar,,,No Value,No Value,,,,,,,,,,,,,ACAR,L,,
2018-05-18,Australian Government Aircraft Facilities (GAF),Nomad N22B,Turboprop,2.0,A,II,1A,63.7,54.166666666666664,no winglets,41.166666666666664,18.125,12.0,10.5,10.5,8500.0,,D,NOMA,L,,
2018-05-18,Australian Government Aircraft Facilities (GAF),Nomad N24A,Turboprop,2.0,A,II,1A,74.10000000000001,54.166666666666664,no winglets,47.083333333333336,18.2,12.0,10.5,10.5,9400.0,9450.0,D,NOMA,L,,
,Aviamilano,F-14 Nibbio,,,No Value,No Value,,,,,,,,,,,,,NIBB,L,,
,Aviamilano,F-8L Falco,,,No Value,No Value,,,,,,,,,,,,,F8L,L,,
,Aviamilano,P-19 Scricciolo,,,No Value,No Value,,,,,,,,,,,,,P19,L,,
2018-05-18,"Aviat Aircraft, Inc.",110 Special,Piston,1.0,No Value,No Value,,,,,,,,,,,,,M110,L,Small Eqpt,
,"Aviat Aircraft, Inc.",A-1 Husky,Piston,1.0,No Value,No Value,,,,,,,,,,,,S,HUSK,L,Small Eqpt,
2018-05-18,"Aviat Aircraft, Inc.",Eagle,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,L,Small Eqpt,
2018-05-18,"Aviat Aircraft, Inc.",Pitts S1 Special,Piston,1.0,No Value,No Value,,,,,,,,,,,,,PTS1,L,Small Eqpt,
2018-05-18,"Aviat Aircraft, Inc.",Pitts S2 Special,Piston,1.0,No Value,No Value,,,,,,,,,,,,,PTS2,L,Small Eqpt,
2018-05-18,"Aviat Aircraft, Inc.",S-1-11 Super Stinker,,,No Value,No Value,,,,,,,,,,,,,PTSS,L,Small Eqpt,
,"Aviat Aircraft, Inc.",S-12 Macho Stinker,,,No Value,No Value,,,,,,,,,,,,,PTMS,L,Small Eqpt,
,"Aviat Aircraft, Inc.",S-12 Super Stinker,,,No Value,No Value,,,,,,,,,,,,,PTMS,L,Small Eqpt,
,Aviat/Christen,Eagle,Piston,1.0,No Value,No Value,,,,,,,,,,,,,EAGL,L,Small Eqpt,
,Aviat/Christen,Eagle II,Piston,1.0,No Value,No Value,,,,,,,,,,,,,EAGL,L,Small Eqpt,
,Aviation Traders,ATL-98 Carvair,,,No Value,No Value,,,,,,,,,,,,,CARV,M,,
,Avions Fairey,T-66 Nipper,,,No Value,No Value,,,,,,,,,,,,,NIPR,L,,
,Avions Fairey,Tipsy B,,,No Value,No Value,,,,,,,,,,,,,TIPB,L,,
,Avions Fairey,Tipsy BC,,,No Value,No Value,,,,,,,,,,,,,TIPB,L,,
,Avions Fairey,Tipsy Belfair,,,No Value,No Value,,,,,,,,,,,,,TIPB,L,,
,Avions Fairey,Tipsy Junior,,,No Value,No Value,,,,,,,,,,,,,TIJU,L,,
,Avions Fairey,Tipsy Trainer,,,No Value,No Value,,,,,,,,,,,,,TIPB,L,,
,Avions Pierre Robin,Robin DR-400,,,No Value,No Value,,,,,,,,,,,,,,,,
,Avions Pottier,P.220S Koala,,,No Value,No Value,,,,,,,,,,,,,,,,
,Avions Pottier,P.230S Panda,,,No Value,No Value,,,,,,,,,,,,,,,,
,Avions Pottier,P.240S Saiga,,,No Value,No Value,,,,,,,,,,,,,,,,
,Avions Pottier,P.250S Xerus,,,No Value,No Value,,,,,,,,,,,,,,,,
,Avions Pottier,P.270S Amster,,,No Value,No Value,,,,,,,,,,,,,,,,
,Avions Pottier,P.60 Minacro,,,No Value,No Value,,,,,,,,,,,,,,,,
,AVRO,504,,,No Value,No Value,,,,,,,,,,,,,A504,L,,
,AVRO,748,,,No Value,No Value,,,,,,,,,,,,,A748,M,,
,AVRO,594 / 616 Avian,,,No Value,No Value,,,,,,,,,,,,,AVIN,L,,
,AVRO,621 Tutor,,,No Value,No Value,,,,,,,,,,,,,TUTR,L,,
,AVRO,652 Anson,,,No Value,No Value,,,,,,,,,,,,,ANSN,L,,
,AVRO,683 Lancaster,,,No Value,No Value,,,,,,,,,,,,,LANC,M,,
,AVRO,696 Shackleton,,,No Value,No Value,,,,,,,,,,,,,SHAC,M,,
,Ayres,2SR-T34 and S2R-T34 Turbo Thrush,Turboprop,1.0,A,I,,72.8,44.333333333333336,no winglets,33.0,9.166666666666666,9.0,,,,,,SS2T,L,,
,Ayres,Bull Thrush,,,No Value,No Value,,,,,,,,,,,,,SS2P,L,,
,Ayres,Pezetel Thrush,,,No Value,No Value,,,,,,,,,,,,,,L,,
,Ayres,S-2R 1340 (equal to Thrush Commander 600),,,No Value,No Value,,,,,,,,,,,,,,L,,
,Ayres,S-2R 1820,,,No Value,No Value,,,,,,,,,,,,,,L,,
,Ayres,S2R Thrush,,,No Value,No Value,,,,,,,,,,,,,SS2P,L,,
,Ayres,S2R-T Thrush and -T15 Turbo Thrush,,,No Value,No Value,,,,,,,,,,,,,,L,,
,Ayres,Turbo Thrush (S-2R-G/T),,,No Value,No Value,,,,,,,,,,,,,SS2T,L,,
,Ayres,Turbo Thrush (S-2R-T660),,,No Value,No Value,,,,,,,,,,,,,A660,L,,
,BAC,111 One-Eleven,,,No Value,No Value,,,,,,,,,,,,,BA11,M,,
,BAC,145 Jet Provost,,,No Value,No Value,,,,,,,,,,,,,JPRO,L,,
,BAC,167 Strikemaster,,,No Value,No Value,,,,,,,,,,,,,JPRO,L,,
,BAC,Canberra,,,No Value,No Value,,,,,,,,,,,,,CNBR,M,,
,BAC,Jaguar,,,No Value,No Value,,,,,,,,,,,,,JAGR,M,,
,BAC,Lightning,,,No Value,No Value,,,,,,,,,,,,,LTNG,M,,
,BAC,VC-10,,,No Value,No Value,,,,,,,,,,,,,VC10,H,,
,BAe,ATP,,,No Value,No Value,,,,,,,,,,,,,ATP,M,,
,BAe,Avro RJ-100,,,No Value,No Value,,,,,,,,,,,,,RJ1H,M,,
,BAe,Avro RJ-70,,,No Value,No Value,,,,,,,,,,,,,RJ70,M,,
,BAe,Avro RJ-85,,,No Value,No Value,,,,,,,,,,,,,RJ85,M,,
,BAe,BAC-167 Strikemaster,,,No Value,No Value,,,,,,,,,,,,,JPRO,L,,
,BAe,BAe-125-1000,,,No Value,No Value,,,,,,,,,,,,,H25C,M,,
,BAe,BAe-125-700,,,No Value,No Value,,,,,,,,,,,,,H25B,M,,
,BAe,BAe-146-100,,,No Value,No Value,,,,,,,,,,,,,B461,M,,
,BAe,BAe-146-200,,,No Value,No Value,,,,,,,,,,,,,B462,M,,
,BAe,BAe-146-300,,,No Value,No Value,,,,,,,,,,,,,B463,M,,
,BAe,BAe-3100 Jetstream 31,,,No Value,No Value,,,,,,,,,,,,,JS31,L,,
,BAe,BAe-3200 Jetstream Super 31,,,No Value,No Value,,,,,,,,,,,,,JS32,M,,
,BAe,BAe-4100 Jetstream 41,,,No Value,No Value,,,,,,,,,,,,,JS41,M,,
,BAe,BAe-748,,,No Value,No Value,,,,,,,,,,,,,A748,M,,
,BAe,Bulldog,,,No Value,No Value,,,,,,,,,,,,,BDOG,L,,
,BAe,Harrier,,,No Value,No Value,,,,,,,,,,,,,HAR,M,,
,BAe,Hawk,,,No Value,No Value,,,,,,,,,,,,,HAWK,M,,
,BAe,Jaguar,,,No Value,No Value,,,,,,,,,,,,,JAGR,M,,
,BAe,Jetstream 31,,,No Value,No Value,,,,,,,,,,,,,JS31,L,,
,BAe,Jetstream T.Mk.3,,,No Value,No Value,,,,,,,,,,,,,JS31,L,,
,BAe,Nimrod,,,No Value,No Value,,,,,,,,,,,,,NIM,M,,
,BAe,RJ-100,,,No Value,No Value,,,,,,,,,,,,,RJ1H,M,,
,BAe,RJ-70,,,No Value,No Value,,,,,,,,,,,,,RJ70,M,,
,BAe,RJ-85,,,No Value,No Value,,,,,,,,,,,,,RJ85,M,,
,BAe,Sea Harrier,,,No Value,No Value,,,,,,,,,,,,,HAR,M,,
2017-12-21,Basler Turbo Conversions,Basler BT-76 (a DC-3 conversion),Turboprop,2.0,A,III,,76.7,95.16666666666667,no winglets,67.75,16.916666666666668,,,,28750.0,,S,DC3T,M,Large Commuter Eqpt,
2017-12-21,Beagle Aircraft Limited,B.121 Pup,Piston,1.0,A,I,,70.0,31.0,no winglets,23.166666666666668,7.5,,,,1600.0,,S,PUP,L,Small Eqpt,
2017-12-21,Beagle Aircraft Limited,A.61 Terrier,Piston,1.0,A,I,,70.0,36.0,no winglets,23.25,8.916666666666666,,,,2400.0,,S,AUS6,L,Small Eqpt,
2017-12-21,Beagle Aircraft Limited,D.4/108 Auster,Piston,1.0,A,I,,70.0,36.0,no winglets,23.333333333333332,7.916666666666667,,,,1900.0,,S,D4,L,Small Eqpt,
2017-12-21,Beagle Aircraft Limited,D.5/108 Husky,Piston,1.0,A,I,,70.0,36.0,no winglets,23.166666666666668,8.666666666666666,,,,2400.0,,S,D5,L,Small Eqpt,
2017-12-21,Beagle Aircraft Limited,A.109 Airedale,Piston,1.0,A,I,,70.0,36.333333333333336,no winglets,26.333333333333332,10.0,,,,2750.0,,S,AIRD,L,Small Eqpt,
2017-12-21,Beagle Aircraft Limited,B.206,Piston,2.0,A,II,,70.0,55.0,no winglets,33.666666666666664,11.333333333333334,,,,7500.0,,S,BASS,L,Small Eqpt,
,Beagle Aircraft Limited,D-6,,,No Value,No Value,,,,,,,,,,,,,D6,L,Small Eqpt,
,Beagle Aircraft Limited,E-3 Auster AOP11,,,No Value,No Value,,,,,,,,,,,,,AU11,L,Small Eqpt,
2017-12-21,Beagle Aircraft Limited/Scottish Aviation,B.125 Bulldog,Piston,1.0,A,I,,70.0,33.0,no winglets,23.166666666666668,7.5,,,,2350.0,,S,BDOG,L,Small Eqpt,
,Beechcraft,Model 77 Skipper,Piston,1.0,A,I,,63.0,30.0,,,7.92,,,,1675.0,,,BE77,L,Small Eqpt,
2016-07-28,Beechcraft,Bonanza 35 (G35),Piston,1.0,A,I,1A,71.5,32.833333333333336,no winglets,25.166666666666668,7.583333333333333,10.0,10.0,9.625,3125.0,3125.0,S,BE35,L,Small Eqpt,
2017-12-07,Beechcraft,T-34C Mentor,Turboprop,1.0,A,I,,68.9,33.322916666666664,no winglets,28.708333333333332,9.583333333333334,,,,5500.0,5500.0,S,T34P,L,Small Eqpt,
2016-07-01,Beechcraft,Bonanza 33 (F33A),Piston,1.0,A,I,1A,68.9,33.5,no winglets,26.666666666666668,8.25,10.0,10.0,9.583333333333334,3500.0,3500.0,S,BE33,L,Small Eqpt,
2016-07-28,Beechcraft,Bonanza 35 (P35),Piston,1.0,A,I,1A,71.5,33.5,no winglets,25.083333333333332,7.583333333333333,10.0,10.0,9.625,3125.0,3125.0,S,BE35,L,Small Eqpt,
2016-07-28,Beechcraft,Bonanza 35 (V35TC) rare as only 7 built,Piston,1.0,A,I,1A,71.5,33.5,no winglets,26.416666666666668,7.583333333333333,10.0,10.0,9.625,3400.0,3400.0,S,BE35,L,Small Eqpt,
2016-07-01,Beechcraft,Bonanza 36 (G36),Piston,1.0,A,I,1A,76.7,33.5,no winglets,27.5,8.583333333333334,10.0,10.0,9.625,3650.0,3663.0,S,BE36,L,Small Eqpt,
2016-07-07,Beechcraft,Baron 55,Piston,2.0,A,I,1A,88.4,37.833333333333336,no winglets,28.0,9.583333333333334,7.0,7.0,9.583333333333334,5300.0,5300.0,S,BE55,L,Small Eqpt,
2016-07-07,Beechcraft,Baron 56 TC Turbo Baron,Piston,2.0,B,I,1A,91.4,37.833333333333336,no winglets,28.0,9.583333333333334,7.0,7.0,9.583333333333334,5990.0,5990.0,S,BE56,L,Small Eqpt,
2016-07-28,Beechcraft,Baron 58 (and current G58),Piston,2.0,B,I,1A,94.9,37.833333333333336,no winglets,29.833333333333332,9.75,8.0,8.0,9.583333333333334,5500.0,5524.0,S,BE58,L,Small Eqpt,
,Beechcraft,Model 95 Travel Air D95A,Piston,2.0,A,I,,79.3,37.833333333333336,no winglets,25.916666666666668,9.5,,,,4200.0,,S,BE95,L,Small Eqpt,
,Beechcraft,Model 76 Duchess,Piston,2.0,A,I,,76.0,38.0,,,9.5,,,,3900.0,,,BE76,L,Small Eqpt,
2016-07-28,Beechcraft,Model 60 Duke (B60),Piston,2.0,B,I,,98.0,39.25,no winglets,33.833333333333336,12.33,,,,6775.0,6775.0,S,BE60,L,Small Eqpt,
2016-07-28,Beechcraft,Model 60 Duke (Original 60 and the A60),Piston,2.0,B,I,,98.0,39.25,no winglets,33.833333333333336,12.33,,,,6725.0,6725.0,S,BE60,L,Small Eqpt,
,Beechcraft,Model 60 Royal Turbine Duke,Turboprop,1.0,B,I,,98.0,39.25,no winglets,33.833333333333336,12.33,,,,7050.0,7050.0,S,BE60,L,Small Eqpt,
2018-02-21,Beechcraft,Beechjet 400 (from/same as MU-300-10 Diamond II),Jet,2.0,B,I,1A,100.10000000000001,43.5,no winglets,48.416666666666664,13.916666666666666,19.25,19.25,9.333333333333334,15780.0,15850.0,S,BE40,M,Medium Commuter Eqpt,
2018-02-21,Beechcraft,Beechjet 400A (became Raytheon Beechjet 400A),Jet,2.0,B,I,1A,120.9,43.5,no winglets,48.416666666666664,13.916666666666666,19.25,19.25,9.333333333333334,16100.0,16300.0,S,BE40,M,Medium Commuter Eqpt,1986-
2018-02-16,Beechcraft,"Beech 390 Premier I, IA, II (Raytheon Premier I)",Jet,2.0,B,I,1A,119.60000000000001,44.5,no winglets,46.0,15.333333333333334,17.583333333333332,17.583333333333332,9.166666666666666,12500.0,12590.0,S,PRM1,L,Small Eqpt,
2016-07-28,Beechcraft,Model 65 (Queen Air 65),Piston,,A,I,,87.0,45.875,no winglets,35.5,14.25,,,,7700.0,7700.0,S,BE65,L,Small Eqpt,
2016-07-28,Beechcraft,Model 65A (Queen Air A65),Piston,,A,I,,87.0,45.875,no winglets,35.5,14.25,,,,8200.0,8200.0,S,BE65,L,Small Eqpt,
2016-07-28,Beechcraft,Model 80 (Queen Air 80),Piston,,A,I,,87.0,45.875,no winglets,35.5,14.25,,,,8000.0,8000.0,S,BE80,L,Small Eqpt,
2016-07-28,Beechcraft,King Air 100 (B100),Turboprop,2.0,B,I,1A,111.0,45.916666666666664,no winglets,39.916666666666664,15.416666666666666,13.9,13.9,13.7,11800.0,11800.0,D,BE10,L,Small Eqpt,
